Company,#,Deal Type,Date,Amount,Raised to Date,Pre-Val,Post-Val,Investors,Status,Stage,Source File
Anthropic,8,Series C,Feb-23,$300M,$2.6B,~$3.79B,~$4.09B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,9,Series B,May-22,$580M,$1.5B,$3.42B,$4B,"FTX/Alameda Research, Center for Emerging Risk Research, Jaan Tallinn",Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,10,Series A,Aug-21,$124.5M,$124.5M,$425M,$550M,"Jaan Tallinn, Dustin Moskovitz, James McClave, Eric Schmidt, Center for Emerging Risk Research",Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,11,Series A,Jul-21,$124.5M,$124.5M,~$377.4M,~$501.9M,n.d.,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,12,Secondary Transaction,2023,n.d.,~$2.18B,~$4.76B,~$4.76B,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,13,Secondary Transaction,2024,n.d.,~$7.43B,~$28.66B,~$28.66B,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,14,Debt - General,2024,n.d.,~$7.43B,~$28.66B,~$28.66B,Apollo; Blackstone Group,Completed,Debt,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,15,Corporate Round,Jan-25,$2B,$14.9B,$59.5B,$61.5B,"Lightspeed Venture Partners, Bessemer Venture Partners, General Catalyst, Menlo Ventures, Salesforce Ventures, GIC",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
Anthropic,16,Secondary Transaction,2025,n.d.,~$13.43B,~$65.19B,~$65.19B,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,1,Series A,Jan-09,$15M,$15M,~$785M,~$800M,Founders Fund,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,2,Series B,Mar-12,$30M,$45M,~$2.97B,~$3B,n.d.,Completed,Early Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,3,Series C,Dec-12,$30M,$75M,~$5.38B,~$5.41B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,4,Series D,Nov-14,$1B,$1.075B,$9B,$10B,"Google, Fidelity Investments, Founders Fund, Draper Fisher Jurvetson, Valor Equity Partners, Capricorn",Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,5,Series E,Jan-15,$15M,$1.09B,$11.98B,$12B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,6,Series F,Aug-15,$90M,$1.18B,~$13.9B,~$13.99B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,7,Series G,Mar-17,$351.1M,$1.53B,$20.85B,$21.2B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,8,Series H,Nov-17,$100M,$1.63B,$21.4B,$21.5B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,9,Series I,Mar-18,$507M,$2.14B,~$23.19B,~$23.7B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,10,Series J,May-19,$314M,$2.45B,~$32.99B,$33.3B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,11,Series K,Aug-19,$120M,$2.57B,~$36.57B,~$36.69B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,12,Series L,Mar-20,$744.7M,$3.32B,~$45.26B,$46B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,13,Series M,Aug-20,$1.9B,$5.22B,~$44.1B,$46B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,14,Series N,Feb-21,$850M,$6.07B,~$73.15B,$74B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,15,Series O,Apr-21,$1.16B,$7.23B,~$72.84B,$74B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,16,Series P,Aug-21,$1.6B,$8.83B,~$89.03B,~$90.63B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,17,Series Q,Oct-21,$755M,$9.58B,~$99.55B,$100.3B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,18,Series R,May-22,$1.68B,$11.26B,~$125.32B,$127B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,19,Series S,Jan-23,$750M,$12.01B,~$136.25B,$137B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,20,Series T,Jun-23,$750M,$12.76B,~$150.96B,~$151.71B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,21,Series U,Sep-23,$748.5M,$13.51B,~$160.54B,~$161.29B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,22,Series V,Dec-23,$622.5M,$14.13B,~$170.85B,~$171.47B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,23,Series W,Jan-24,$1.5B,$15.63B,~$173.5B,$175B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,24,Series X,May-24,$1.07B,$16.7B,~$208.93B,$210B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,25,Series Y,Jun-24,$4.57B,$21.27B,~$207.89B,~$212.46B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,26,Series Z,Dec-24,$1.25B,$22.52B,~$226.59B,~$227.84B,n.d.,Completed,Late Stage VC,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,27,Government Grant,2021,n.d.,~$7.23B,~$81.89B,~$81.89B,n.d.,Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,28,Government Grant,2022,n.d.,~$11.26B,~$128.21B,~$128.21B,n.d.,Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,29,Government Grant,2023,n.d.,~$12.76B,~$151.71B,~$151.71B,n.d.,Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,30,Government Grant,2024,n.d.,~$21.27B,~$212.46B,~$212.46B,n.d.,Completed,Grant,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
SpaceX,31-62,(additional debt/secondary transactions 2018-2025),2018-2025,n.d.,~$22.52B,$1690.24B,$1776.49B,n.d.,Completed,n.d.,PitchBook_Deal_History_98_Companies.csv; PitchBook_concatene_all1.csv
CLASSIC CAR CAPITAL,N/A,NOT FOUND,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,N/A,n.d.,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
CARTA,N/A,SERVICE PROVIDER PROFILE - no VC deal history,n.d.,n.d.,n.d.,$4.1B,$10.5B,n.d.,N/A,n.d.,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
BLOCKFI,N/A,INVESTOR PROFILE ONLY - no VC funding history,n.d.,~$21M,~$21M,~$118.6M,$139.58M,n.d.,N/A,n.d.,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
LOWALT,N/A,NOT FOUND,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,N/A,n.d.,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
XCarbon Technologies,1,Seed Round,11-Apr-2024,$6.00M,$6.00M,~$24M,~$30M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
XCarbon Technologies,2,Mezzanine,03-Jun-2025,$1.50M,$7.50M,~$6M,~$7.5M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Photonous,1,Accelerator/Incubator,01-Jan-2025,~$1.1M,~$1.1M,~$4.9M,~$6M,n.d.,Completed,Stealth,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Photonous,2,Accelerator/Incubator,01-Mar-2025,~$1.1M,~$2.2M,~$4.9M,~$6M,n.d.,Completed,Stealth,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,1,Seed Round,01-Sep-2019,~$1.1M,~$1.1M,~$6M,~$7.1M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,2,Seed Round,20-Feb-2020,$4.65M,$4.65M,$4.52M,$9.17M,"F2 Venture Capital, PICO Venture Partners",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,3,Early Stage VC,n.d.,$0.05M,$4.70M,~$35.4M,~$35.4M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,4,Early Stage VC (Series A),22-Feb-2022,$20.30M,$25.00M,$33.58M,$48.58M,Venrock,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,5,Early Stage VC (Series B),13-Dec-2023,$21.70M,$46.70M,$78.30M,$100.00M,U.S. Venture Partners,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,6,Accelerator/Incubator,n.d.,~$21.7M,$46.70M,$78.3M,$100M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Zero Networks,7,Later Stage VC (Series C),03-Jun-2025,$55.00M,$101.70M,~$68.3M,~$123.3M,Highland Europe,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,1,Buyout/LBO,01-Oct-2000,~$25.4M,~$25.4M,~$143.7M,~$169.1M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,2,Debt - Acquisition,01-Jul-2002,$85.00M,$85.00M,~$232.6M,~$232.6M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,3,Buyout/LBO,11-May-2004,~$48.8M,~$159.2M,~$276.2M,~$325M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,4,Buyout/LBO,11-May-2004,~$48.8M,~$208M,~$276.2M,~$325M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,5,Buyout/LBO,30-Jul-2004,$335.00M,$85.00M,~$284.8M,$335.00M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,6,Debt - Acquisition,20-Feb-2005,$78.30M,$78.30M,~$355.8M,~$355.8M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,7,Buyout/LBO,16-Feb-2007,~$65.6M,$78.30M,~$372M,~$437.6M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,8,Debt - General,29-Aug-2008,n.d.,~$686.9M,~$511M,~$511M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,9,Dividend Recapitalization,09-May-2012,$650.00M,~$1.34B,~$103.2M,~$753.2M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,10,Buyout/LBO,27-Dec-2012,$800.00M,~$2.14B,~$680M,$800.00M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,11,Debt Refinancing,15-Mar-2013,$530.00M,$530.00M,~$784.4M,~$784.4M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,12,Debt - Acquisition,22-Jan-2014,$155.00M,$685.00M,~$734.6M,~$734.6M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,13,Debt - General,22-Jul-2014,$1.32M,$686.32M,~$706.2M,~$706.2M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,14,Debt - Acquisition,16-Apr-2015,$75.00M,$761.32M,~$665.7M,~$665.7M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,15,PE Growth/Expansion,24-Jun-2016,~$91.1M,$761.32M,~$516.2M,~$607.3M,"The Carlyle Group, Crestview Partners",Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,16,IPO,30-Jul-2016,$208.00M,~$3.2B,$395.33M,$603.33M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,17,Debt - Acquisition,16-Dec-2016,$302.14M,$1.06B,~$639.5M,~$639.5M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,18,Debt Refinancing,23-Jun-2017,$67.22M,$1.13B,~$685.8M,~$685.8M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,19,Debt Refinancing,10-May-2018,$140.00M,$1.27B,~$779.5M,~$779.5M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,20,Buyout/LBO,19-Oct-2018,~$123.9M,$1.27B,~$702.4M,~$826.3M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,21,Debt - General,30-Jun-2019,$3.35M,$3.35M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,22,Debt Refinancing,09-Aug-2019,$123.06M,$126.41M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,23,Debt - General,19-Oct-2019,$1.00M,$127.41M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,24,General Corporate Purpose,15-Jun-2020,$125.00M,$252.41M,~$780M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,25,Debt - General,31-Mar-2021,$0.13M,$252.54M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,26,Debt - Acquisition,18-Nov-2021,$210.00M,$462.54M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,27,Debt - General,20-Oct-2022,$2.99M,$465.53M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,28,Debt - General,31-Mar-2023,$0.43M,$465.96M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,29,Debt - General,30-Sep-2023,$5.45M,$471.40M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,30,Debt Refinancing,18-Dec-2023,n.d.,$471.40M,~$905M,~$905M,n.d.,Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
NEP Group,31,PE Growth/Expansion,09-Oct-2025,~$135.8M,$1.17B,~$769.2M,~$905M,"26North Partners, The Carlyle Group",Completed,Profitable,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Celligenics,1,University Spin-Out,01-Jan-2016,~$2.1M,~$2.1M,~$12.1M,~$14.2M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Celligenics,2,Early Stage VC (Series A),21-Jan-2019,$3.06M,$3.06M,$21.44M,$24.50M,Best World International,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Celligenics,3,Accelerator/Incubator,29-May-2025,~$3.1M,$3.06M,$21.44M,$24.5M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),1,Early Stage VC (Series A),25-Apr-2014,$4.70M,$4.70M,~$53M,~$57.7M,Peak XV Partners,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),2,Early Stage VC (Series B),12-Jul-2016,$12.25M,$16.95M,~$87M,~$99.2M,Peak XV Partners,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),3,Later Stage VC (Series C),13-May-2020,$44.00M,$60.95M,$206.00M,$250.00M,Tiger Global Management,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),4,Later Stage VC,n.d.,$11.05M,$72.00M,$206M,$1B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),5,Later Stage VC (Series D),04-Jan-2023,$110.00M,$182.00M,~$365.5M,~$475.5M,Brookfield Growth,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),6,Secondary Transaction - Private,14-Oct-2024,n.d.,$182.00M,~$725.1M,~$725.1M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Sirion (SirionLabs),7,Buyout/LBO,18-Feb-2026,$900.00M,$182.00M,~$100M,$1.00B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,1,Accelerator/Incubator,n.d.,~$190M,~$619.6M,$456.37M,$646.37M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,2,Accelerator/Incubator,25-Jul-2017,~$1.5M,~$1.5M,~$8.5M,~$10M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,3,Early Stage VC (Series A),08-May-2018,$5.06M,$5.06M,$10.94M,$16.00M,Intel Capital,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,4,Early Stage VC (Series B),24-Oct-2018,$25.00M,$30.06M,$50.00M,$75.00M,M12 - Microsoft's Venture Fund,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,5,Debt - PPP,13-Apr-2020,$1.13M,$30.06M,~$143M,~$143M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,6,Later Stage VC (Series C),04-Aug-2020,$35.00M,$65.06M,$130.00M,$165.00M,"Applied Ventures, M12 - Microsoft's Venture Fund, Sunstone Management",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,7,Later Stage VC (Series C1),01-Sep-2023,$56.37M,$121.43M,$400.00M,$456.37M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,8,Later Stage VC (Series D),05-Dec-2024,$190.00M,$311.43M,$456.37M,$646.37M,Khazanah Nasional,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,9,Debt - Acquisition,30-Dec-2024,n.d.,$311.43M,~$646.4M,~$646.4M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Syntiant,10,Later Stage VC,30-Mar-2026,~$115.5M,$311.43M,~$654.3M,~$769.8M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,1,Accelerator/Incubator,n.d.,~$2.4M,~$15.2M,~$10.7M,~$13.1M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,2,Accelerator/Incubator,n.d.,~$2.4M,~$17.6M,~$10.7M,~$13.1M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,3,Accelerator/Incubator,n.d.,~$2.4M,~$20M,~$10.7M,~$13.1M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,4,Accelerator/Incubator,01-Jan-2023,~$1.2M,~$1.2M,~$5.7M,~$6.9M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,5,Seed Round,20-Jan-2023,$1.39M,$1.39M,~$5.5M,~$6.9M,"FoodLabs, Salvia",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,6,Seed Round,01-Oct-2023,$5.01M,$6.40M,~$20M,~$25M,"FoodLabs, Salvia",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
InPlanet,7,Accelerator/Incubator,28-Oct-2024,~$5.2M,$6.40M,~$23.5M,~$28.7M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),1,Early Stage VC,01-Jan-2015,~$44.2M,~$44.2M,~$250.8M,~$295M,n.d.,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),2,Early Stage VC (Series B),22-Dec-2016,$14.40M,$14.40M,~$404M,~$418.4M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),3,Later Stage VC (Series C1),17-Jul-2018,$5.99M,$20.39M,~$552.4M,~$558.4M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),4,Later Stage VC (Series D),29-Mar-2019,$113.00M,$133.39M,~$517.5M,~$630.5M,"Fuse Venture Partners, HSG",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),5,Later Stage VC (Series E),04-May-2020,$163.55M,$296.94M,$616.45M,$780M,DST Global,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),6,Secondary Transaction - Private,09-Dec-2020,n.d.,$296.94M,~$1.24B,~$1.24B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),7,Secondary Transaction - Private,01-Jun-2021,n.d.,$296.94M,~$1.84B,~$1.84B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),8,Later Stage VC (Series F),01-Jul-2021,$200.15M,$497.09M,$1.76B,$1.96B,"Aspex Management, DST Global, Hillhouse Investment, HSG",Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),9,Later Stage VC,20-Dec-2021,$210.00M,$707.09M,$3.09B,$3.30B,Anchor Equity Partners,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),10,IPO,29-Oct-2021,n.d.,~$541.3M,~$5.91B,$5.91B,Anchor Equity Partners,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),11,Later Stage VC (Series G),08-May-2023,$107.20M,$814.30M,$2.57B,$2.68B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),12,Later Stage VC (Series G),23-Sep-2025,$35.97M,$850.26M,$683.35M,$719.32M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Market Kurly (Kurly),13,Later Stage VC (Series G),06-May-2026,$22.31M,$872.57M,$1.87B,$1.89B,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Toss,1,Seed Round,01-Jun-2014,$1.00M,$1.00M,~$79M,~$80M,Altos Ventures,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Toss,2,Early Stage VC (Series A),21-Jul-2015,$4.20M,$5.20M,~$639.4M,~$643.6M,Altos Ventures,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Toss,3,Later Stage VC (Series B),11-Apr-2016,$23.70M,$28.90M,~$714.3M,~$738M,Goodwater Capital,Completed,Startup,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Toss,4,Later Stage VC (Series C),09-Mar-2017,$48.00M,$76.90M,~$824.2M,~$872.2M,Goodwater Capital,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
Toss,5,Later Stage VC,n.d.,$90.00M,$166.90M,$6.59B,$147.73M,n.d.,Completed,Generating Revenue,PitchBook_Deals_NewBatch_Part1.csv; PitchBook_concatene_all1.csv
