Company,#,Deal Type,Date,Amount,Raised to Date,Pre-Val,Post-Val,Investors,Status,Stage,Source File
YonaBase Labs,1,Series B,2017-11-01,43334026.1,95853829.9,235396970.3,278730996.4,n.d.,n.d.,Early Stage VC,Synthetic_Augmented_4000.csv
YonaBase Labs,2,Series A,2017-01-01,42529109.2,52519803.7,82327791.3,124856900.5,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaBase Labs,3,Seed Round,2015-03-01,9990694.5,9990694.5,38423574.8,48414269.4,SoftBank Vision Fund,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaBase Labs,4,Debt - General,2018-06-01,,108351078.6,,,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaGate HQ,1,Series B,2020-02-01,120963632.5,131021144.7,407757411.8,528721044.3,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaGate HQ,2,Series A,2019-03-01,3969862.7,10057512.2,45198032.6,49167895.3,"Horizons Ventures, Battery Ventures, Valar Ventures, Earlybird, Redalpine",n.d.,Early Stage VC,Synthetic_Augmented_4000.csv
YonaGate HQ,3,Seed Round,2017-10-01,6087649.5,6087649.5,30250319.9,36337969.4,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
RivoBase,1,Series A,2019-10-01,3291654.7,5494877.7,21355940.8,24647595.6,n.d.,n.d.,Early Stage VC,Synthetic_Augmented_4000.csv
RivoBase,2,Seed Round,2017-12-01,2203222.9,2203222.9,4996323.1,7199546.1,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
QuantLoop Bio,1,Early Stage VC (Series A),2026-02-01,4104390.5,11467339.6,55154804.8,59259195.3,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
QuantLoop Bio,2,Seed Round,2024-03-01,3022526.8,7362949.1,16873584.7,19896111.6,n.d.,n.d.,Seed Round,Synthetic_Augmented_4000.csv
QuantLoop Bio,3,Angel (individual),2022-05-01,4340422.3,4340422.3,7234037.1,11574459.4,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
QuantLoop Bio,4,Debt - General,2026-06-30,12754419.8,24221759.4,,,n.d.,Completed,Debt,Synthetic_Augmented_4000.csv
IonaNest Systems,1,Early Stage VC (Series B),2018-11-01,35393544.0,64000663.6,300263256.4,335656800.3,n.d.,n.d.,Early Stage VC,Synthetic_Augmented_4000.csv
IonaNest Systems,2,Early Stage VC (Series A),2016-11-01,26595514.9,28607119.7,93730859.2,120326374.1,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
IonaNest Systems,3,Seed Round,2014-12-01,941396.8,2011604.7,7096040.0,8037436.8,Deep Track Capital,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
IonaNest Systems,4,Accelerator/Incubator,2013-08-01,1070207.9,1070207.9,7362707.8,8432915.8,n.d.,n.d.,Startup,Synthetic_Augmented_4000.csv
AlbaGrid Health,1,Seed Round,2021-09-01,1550396.8,1634658.9,66031223.3,67581620.1,"T. Rowe Price, Y Combinator Continuity, General Catalyst, MSD Capital, Dragoneer, CapitalG",Completed,n.d.,Synthetic_Augmented_4000.csv
AlbaGrid Health,2,Accelerator/Incubator,2019-09-01,84262.1,84262.1,943203.6,1027465.7,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
AlbaGrid Health,3,Grant,2019-11-01,5000000.0,,,,TPG Growth,Completed,Grant,Synthetic_Augmented_4000.csv
LyraSpark,1,Series B,2025-05-01,23201903.6,30887500.3,274245808.0,297447711.6,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LyraSpark,2,Series A,2023-10-01,5234713.7,7685596.7,22485463.1,27720176.9,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
LyraSpark,3,Seed Round,2021-12-01,264959.3,2450883.0,10038123.8,10303083.1,Viola Growth,Completed,Seed Round,Synthetic_Augmented_4000.csv
LyraSpark,4,Angel (individual),2021-02-01,2185923.7,2185923.7,13387676.3,15573600.0,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
CevaForge Robotics,1,Series A,2018-11-01,144127427.9,145425019.5,650132082.3,794259510.2,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
CevaForge Robotics,2,Seed Round,2016-12-01,1297591.5,1297591.5,119797965.6,121095557.2,"Playground Global, Redpoint",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
CevaForge Robotics,3,Grant,2017-03-01,50760.2,,,,n.d.,Completed,Grant,Synthetic_Augmented_4000.csv
LumaSense Systems,1,Early Stage VC (Series B),2024-02-01,16848359.0,43456717.9,359744071.4,376592430.5,"Peak XV Partners, Qiming Venture Partners",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LumaSense Systems,2,Early Stage VC (Series A),2022-01-01,26403370.9,26608358.9,153657282.3,180060653.2,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LumaSense Systems,3,Seed Round,2020-09-01,204988.0,204988.0,11620726.4,11825714.3,n.d.,n.d.,Seed Round,Synthetic_Augmented_4000.csv
LumaSense Systems,4,Debt - General,2024-06-01,86638170.7,130094888.6,,,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
IonaLoop Pay,1,Seed Round,2016-12-01,2727038.2,2727038.2,4545063.7,7272101.9,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LumaSpark HQ,1,Later Stage VC (Series D),2020-03-01,412802167.0,758924507.4,1768781338.5,2181583505.5,"Kirkoswald, Santander",Completed,Late Stage VC,Synthetic_Augmented_4000.csv
LumaSpark HQ,2,Later Stage VC (Series C),2019-02-01,312221469.1,346122340.4,2555612085.5,2867833554.6,n.d.,Completed,Clinical Trials - Phase 3,Synthetic_Augmented_4000.csv
LumaSpark HQ,3,Early Stage VC (Series B),2017-11-01,17464276.1,33900871.4,92162741.1,109627017.2,Future Solutions Investments,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LumaSpark HQ,4,Early Stage VC (Series A),2016-08-01,12603763.7,16436595.3,21006272.8,33610036.5,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
LumaSpark HQ,5,Seed Round,2015-10-01,3832831.6,3832831.6,21017208.2,24850039.8,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
LumaSpark HQ,6,Secondary Transaction,2020-05-01,,758924507.4,,,n.d.,Completed,n.d.,Synthetic_Augmented_4000.csv
AlbaMetric Robotics,1,Series A,2022-12-01,3769682.2,8268986.0,40586223.6,44355905.8,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
AlbaMetric Robotics,2,Seed Round,2021-10-01,3494492.7,4499303.8,18259520.6,21754013.3,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
AlbaMetric Robotics,3,Angel (individual),2019-09-01,1004811.0,1004811.0,3102514.2,4107325.3,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
AlbaMetric Robotics,4,Debt - General,2023-11-01,13306771.7,21575757.7,,,n.d.,Completed,Debt,Synthetic_Augmented_4000.csv
RivoLedger HQ,1,Later Stage VC (Series E),2026-06-01,180155759.6,325060097.5,4350924896.8,4531080656.4,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
RivoLedger HQ,2,Later Stage VC (Series D),2024-12-01,46440070.9,144904337.9,1330680242.6,1377120313.5,n.d.,n.d.,Late Stage VC,Synthetic_Augmented_4000.csv
RivoLedger HQ,3,Later Stage VC (Series C),2024-02-01,56004890.2,98464267.0,486859207.0,542864097.3,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
RivoLedger HQ,4,Early Stage VC (Series B),2023-03-01,18204311.4,42459376.8,224534616.5,242738927.9,"NB Renaissance, H14, Maximum Effort (Ryan Reynolds), Creator Partners, Banco BPM, Intesa Sanpaolo",Completed,Early Stage VC,Synthetic_Augmented_4000.csv
RivoLedger HQ,5,Early Stage VC (Series A),2022-02-01,10578913.3,24255065.4,134532098.1,145111011.4,"Coatue Management, Third Point, Dragoneer",Completed,Early Stage VC,Synthetic_Augmented_4000.csv
RivoLedger HQ,6,Seed Round,2020-05-01,10912208.1,13676152.1,46322881.3,57235089.4,T. Rowe Price,Completed,Startup,Synthetic_Augmented_4000.csv
RivoLedger HQ,7,Angel (individual),2019-06-01,2763944.0,2763944.0,14235884.2,16999828.2,n.d.,n.d.,Product Development,Synthetic_Augmented_4000.csv
RivoLedger HQ,8,Secondary Transaction,2026-06-30,,325060097.5,,,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
OraScale HQ,1,Later Stage VC (Series E),2021-08-01,140195779.1,634590112.0,9458965787.6,9599161566.7,"8VC, Harald McPike, Valor Equity Partners",n.d.,Late Stage VC,Synthetic_Augmented_4000.csv
OraScale HQ,2,Later Stage VC (Series D),2019-11-01,104129447.7,494394333.0,2584181652.3,2688311100.0,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
OraScale HQ,3,Later Stage VC (Series C),2018-01-01,49352934.6,390264885.2,3302485566.4,3351838500.9,"Apax Digital, MSD Partners, Sixth Street",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
OraScale HQ,4,Early Stage VC (Series B),2016-09-01,298045813.0,340911950.7,1723859402.4,2021905215.4,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
OraScale HQ,5,Early Stage VC (Series A),2014-10-01,31487293.4,42866137.7,656020722.2,687508015.6,Delivery Hero,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
OraScale HQ,6,Seed Round,2013-10-01,3746009.6,11378844.3,84553769.5,88299779.1,Microsoft,Completed,Seed Round,Synthetic_Augmented_4000.csv
OraScale HQ,7,Accelerator/Incubator,2012-03-01,7632834.7,7632834.7,35472091.3,43104926.0,"Allianz X, Kinetic Partners, Valor Equity Partners",n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
CirroCore Systems,1,Seed Round,2013-02-01,1974527.8,6686482.4,21491513.9,23466041.7,Jackson Square Ventures,Completed,Startup,Synthetic_Augmented_4000.csv
CirroCore Systems,2,Angel (individual),2012-04-01,4711954.6,4711954.6,9288379.3,14000334.0,Bright Pixel Capital,Completed,Angel,Synthetic_Augmented_4000.csv
WaviMetric AI,1,Series A,2015-06-01,41254372.2,42933827.7,68757286.9,110011659.1,East Ventures,n.d.,Startup,Synthetic_Augmented_4000.csv
WaviMetric AI,2,Seed Round,2014-07-01,1679455.6,1679455.6,105780487.2,107459942.7,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
WaviByte Bio,1,Seed Round,2012-09-01,40036136.9,40036136.9,195572628.5,235608765.3,"Peak XV Partners, Qiming Venture Partners",Completed,Startup,Synthetic_Augmented_4000.csv
WaviByte Bio,2,Government Grant,2013-02-01,,,,,n.d.,Completed,Grant,Synthetic_Augmented_4000.csv
StratoSpark Pay,1,Seed Round,2021-09-01,645408.6,1319729.8,11491611.7,12137020.3,n.d.,n.d.,Startup,Synthetic_Augmented_4000.csv
StratoSpark Pay,2,Accelerator/Incubator,2020-11-01,674321.2,674321.2,4478364.2,5152685.4,n.d.,Completed,Accelerator/Incubator,Synthetic_Augmented_4000.csv
SolaBase AI,1,Seed Round,2018-02-01,4417221.0,4417221.0,8673911.3,13091132.3,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
YonaMind Bio,1,Seed Round,2014-09-01,561720.3,2116780.5,10672189.5,11233909.8,"Lightspeed Venture Partners, Zeev Ventures",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaMind Bio,2,Accelerator/Incubator,2013-03-01,1555060.2,1555060.2,10429629.9,11984690.1,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
CevaCore Technologies,1,Seed Round,2015-07-01,11179743.9,11179743.9,60609213.0,71788956.9,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
ArcaShift HQ,1,Series D,2019-04-01,138090904.1,349680864.3,2287367242.2,2425458146.3,n.d.,n.d.,Late Stage VC,Synthetic_Augmented_4000.csv
ArcaShift HQ,2,Series C,2018-01-01,53936153.1,211589960.2,2388760101.3,2442696254.4,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
ArcaShift HQ,3,Series B,2016-09-01,130001636.6,157653807.1,1556434003.0,1686435639.6,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
ArcaShift HQ,4,Series A,2015-02-01,27116210.7,27652170.6,89117910.1,116234120.7,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
ArcaShift HQ,5,Seed Round,2013-05-01,535959.9,535959.9,893266.5,1429226.4,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
ArcaShift HQ,6,Secondary Transaction,2019-10-01,,349680864.3,,,n.d.,Completed,n.d.,Synthetic_Augmented_4000.csv
NimboNest AI,1,Later Stage VC (Series C),2026-06-01,261704512.0,391054095.7,4591802773.2,4853507285.1,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
NimboNest AI,2,Early Stage VC (Series B),2024-10-01,91005823.7,129349583.8,488513254.0,579519077.7,"Accel, Passion Capital, Start Fund, SV Angel, Y Combinator",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
NimboNest AI,3,Early Stage VC (Series A),2023-12-01,35572450.0,38343760.1,101297719.5,136870169.5,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
NimboNest AI,4,Seed Round,2022-08-01,2771310.1,2771310.1,8086550.5,10857860.6,"Commerce Ventures, Flourish Ventures",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
CevaVault AI,1,Series B,2017-05-01,76586312.5,121417228.0,390707844.0,467294156.5,Kerala Ventures,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
CevaVault AI,2,Series A,2016-04-01,42119261.2,44830915.5,218891209.6,261010470.9,"Kirkoswald, Santander",Completed,Early Stage VC,Synthetic_Augmented_4000.csv
CevaVault AI,3,Seed Round,2015-02-01,2711654.3,2711654.3,6838519.8,9550174.2,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
NovaLoop Bio,1,Series B,2019-05-01,26024365.9,33253168.1,154214340.2,180238706.1,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
NovaLoop Bio,2,Series A,2017-07-01,3432740.7,7228802.2,20673550.5,24106291.2,n.d.,n.d.,Startup,Synthetic_Augmented_4000.csv
NovaLoop Bio,3,Seed Round,2015-09-01,3504064.8,3796061.5,23144304.9,26648369.7,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
NovaLoop Bio,4,Accelerator/Incubator,2014-03-01,291996.8,291996.8,11730824.1,12022820.8,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
NovaLoop Bio,5,Debt - General,2019-11-01,1106371.9,34359540.0,,,n.d.,Completed,Debt,Synthetic_Augmented_4000.csv
NovaShift Systems,1,Series F,2026-06-01,713973359.1,1165866646.5,2391395790.8,3105369149.9,"Fundamental Renewables, Sumitomo Mitsui Banking Corporation",Completed,Late Stage VC,Synthetic_Augmented_4000.csv
NovaShift Systems,2,Series E,2025-03-01,177570502.3,451893287.3,2340008476.5,2517578978.8,Owl Ventures,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
NovaShift Systems,3,Series D,2024-07-01,18718080.1,274322785.0,2031655174.6,2050373254.6,Qiming Venture Partners,Completed,Late Stage VC,Synthetic_Augmented_4000.csv
NovaShift Systems,4,Series C,2023-02-01,217402254.9,255604705.0,995324585.8,1212726840.7,n.d.,Completed,Late Stage VC,Synthetic_Augmented_4000.csv
NovaShift Systems,5,Series B,2021-07-01,25837263.6,38202450.0,284144728.3,309981991.9,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
NovaShift Systems,6,Series A,2019-11-01,10038458.4,12365186.4,163469682.5,173508140.9,Temasek,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
NovaShift Systems,7,Seed Round,2019-01-01,2326728.0,2326728.0,71393180.3,73719908.3,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
NovaShift Systems,8,Debt - General,2026-06-30,63804223.7,1229670870.1,,,Techstars,Completed,Debt,Synthetic_Augmented_4000.csv
NovaShift Systems,9,Secondary Transaction - Private,2026-06-30,,1165866646.5,,,n.d.,Completed,n.d.,Synthetic_Augmented_4000.csv
KiteStack Robotics,1,Seed Round,2012-05-01,1251382.3,1251382.3,5382291.1,6633673.4,"Greylock, Spark Capital",Completed,Startup,Synthetic_Augmented_4000.csv
DynaVault Health,1,Series A,2022-06-01,12318176.2,24123762.4,191614488.8,203932664.9,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
DynaVault Health,2,Seed Round,2020-09-01,11805586.2,11805586.2,71475991.5,83281577.8,Bregal Sagemount,Completed,Startup,Synthetic_Augmented_4000.csv
YonaPulse,1,Early Stage VC (Series A),2019-07-01,17827843.5,48908373.5,363821107.4,381648950.9,HSBC Innovation Banking,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
YonaPulse,2,Seed Round,2017-08-01,31080530.0,31080530.0,156547602.9,187628132.8,Westpac,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
LumaScale Technologies,1,Early Stage VC (Series A),2015-12-01,5350853.5,7406535.8,11932439.0,17283292.6,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LumaScale Technologies,2,Seed Round,2013-11-01,2055682.3,2055682.3,5442530.4,7498212.6,Commerce Ventures,Completed,Seed Round,Synthetic_Augmented_4000.csv
DynaBase HQ,1,Later Stage VC (Series E),2026-06-01,132846978.5,364588149.7,740924132.1,873771110.6,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
DynaBase HQ,2,Later Stage VC (Series D),2025-01-01,80243597.4,231741171.2,538489491.5,618733089.0,n.d.,Completed,Late Stage VC,Synthetic_Augmented_4000.csv
DynaBase HQ,3,Later Stage VC (Series C),2023-01-01,112211301.3,151497573.8,285093759.9,397305061.2,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
DynaBase HQ,4,Early Stage VC (Series B),2022-04-01,25037431.4,39286272.5,67764906.1,92802337.5,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
DynaBase HQ,5,Early Stage VC (Series A),2020-07-01,11826694.1,14248841.1,26669930.2,38496624.3,T. Rowe Price,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
DynaBase HQ,6,Seed Round,2019-07-01,2422147.0,2422147.0,8632351.2,11054498.2,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
QuantPulse Systems,1,Series A,2017-10-01,24036671.2,30117687.5,43701441.9,67738113.1,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
QuantPulse Systems,2,Seed Round,2016-11-01,3098047.4,6081016.3,20588413.6,23686460.9,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
QuantPulse Systems,3,Angel (individual),2015-07-01,2982969.0,2982969.0,4971614.9,7954583.9,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
SolaLink Pay,1,Early Stage VC (Series B),2019-02-01,76595176.8,94648354.0,127658628.0,204253804.8,Ally Bridge Group,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
SolaLink Pay,2,Early Stage VC (Series A),2017-03-01,14279827.8,18053177.3,24032305.1,38312132.8,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
SolaLink Pay,3,Seed Round,2015-06-01,3773349.5,3773349.5,11016159.4,14789508.8,"GP Bullhound, Impact America Fund, OMERS Ventures, Thrive Capital, Brian Acton, Tim Berners-Lee",n.d.,Startup,Synthetic_Augmented_4000.csv
SolaLink Pay,4,Debt - General,2020-03-01,61276141.4,155924495.5,,,n.d.,Completed,Debt,Synthetic_Augmented_4000.csv
NexaLedger AI,1,Seed Round,2016-11-01,226350.6,226350.6,1016455.0,1242805.6,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
IonaStack Pay,1,Seed Round,2022-09-01,2596052.3,2596052.3,10537296.1,13133348.4,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
NovaBase Technologies,1,Later Stage VC (Series D),2025-10-01,509172467.2,779512881.1,2249770084.5,2758942551.8,"Khosla Ventures, Uber, Radical Ventures, 8VC, OMERS Ventures, BDC Capital",n.d.,Late Stage VC,Synthetic_Augmented_4000.csv
NovaBase Technologies,2,Later Stage VC (Series C),2023-09-01,181458823.0,270340413.8,1001391872.9,1182850695.9,"AllegisCyber, Energy Impact Partners",Completed,Late Stage VC,Synthetic_Augmented_4000.csv
NovaBase Technologies,3,Early Stage VC (Series B),2021-10-01,49723016.3,88881590.8,441843827.2,491566843.5,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
NovaBase Technologies,4,Early Stage VC (Series A),2020-06-01,25807101.7,39158574.5,135329438.7,161136540.4,Illuminate Ventures,Completed,Startup,Synthetic_Augmented_4000.csv
NovaBase Technologies,5,Seed Round,2018-06-01,13351472.8,13351472.8,88238564.7,101590037.5,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
NovaBase Technologies,6,Debt - General,2026-06-30,1000000.0,780512881.1,,,n.d.,Completed,Debt,Synthetic_Augmented_4000.csv
NovaLoop Labs,1,Seed Round,2020-11-01,1371364.9,1371364.9,3281090.1,4652455.0,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
BrioForge AI,1,Series B,2023-05-01,7125748.0,185806128.7,920205565.4,927331313.4,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
BrioForge AI,2,Series A,2022-02-01,,178680380.7,626470421.0,757699291.8,ICONIQ Growth,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
BrioForge AI,3,Seed Round,2020-09-01,47451509.9,47451509.9,248794880.9,296246390.8,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
BrioForge AI,4,Debt - General,2023-11-01,9353247.5,195159376.2,,,Innovation Endeavors,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
QuantMind,1,Seed Round,2017-02-01,3353617.0,3353617.0,17432291.4,20785908.4,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
CevaCore Pay,1,Seed Round,2016-09-01,4954132.4,7127640.1,25601793.4,30555925.8,T. Rowe Price,Completed,Seed Round,Synthetic_Augmented_4000.csv
CevaCore Pay,2,Angel (individual),2015-08-01,2173507.8,2173507.8,3622512.9,5796020.7,"Draper Esprit/Molten Ventures, Eurazeo, British Patient Capital, SEB, IQ Capital, Lloyds Banking Group",Completed,Startup,Synthetic_Augmented_4000.csv
OptiGate Bio,1,Series A,2021-08-01,,18243849.5,86557486.8,103647745.2,"Andreessen Horowitz, Munich Re Ventures, Opera Tech Ventures, Alven, Anthemis",Completed,Generating Revenue,Synthetic_Augmented_4000.csv
OptiGate Bio,2,Seed Round,2020-03-01,1153591.1,1153591.1,7820029.5,8973620.6,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
AlbaLoop Systems,1,Early Stage VC (Series B),2023-06-01,19245801.0,72348559.5,342727590.1,361973391.1,Silicon Valley Bank,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
AlbaLoop Systems,2,Early Stage VC (Series A),2022-02-01,49139647.7,53102758.5,81899412.9,131039060.6,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
AlbaLoop Systems,3,Seed Round,2020-07-01,3963110.8,3963110.8,6751120.3,10714231.1,Freestyle Capital,Completed,Seed Round,Synthetic_Augmented_4000.csv
DynaShift AI,1,Early Stage VC (Series A),2020-01-01,10953158.0,23556331.6,243709924.9,254663082.9,US Department of Energy,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
DynaShift AI,2,Seed Round,2018-01-01,12603173.6,12603173.6,82312497.9,94915671.6,Amazon.com NV Investment Holdings,Completed,Seed Round,Synthetic_Augmented_4000.csv
OraNest Labs,1,Early Stage VC (Series A),2023-12-01,39832113.0,45450949.6,1041103635.8,1080935748.8,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
OraNest Labs,2,Seed Round,2022-10-01,5618836.6,5618836.6,12467715.5,18086552.1,n.d.,Completed,Startup,Synthetic_Augmented_4000.csv
ZettaLink Labs,1,Early Stage VC (Series A),2026-04-01,11966384.8,31867581.9,89607317.0,101573701.8,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
ZettaLink Labs,2,Seed Round,2024-10-01,12714180.6,19901197.1,81094637.5,93808818.1,Optum Ventures,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
ZettaLink Labs,3,Accelerator/Incubator,2023-05-01,7187016.6,7187016.6,37422086.4,44609103.0,"Lightspeed Venture Partners, Wicklow Capital",n.d.,Startup,Synthetic_Augmented_4000.csv
VantaCloud Health,1,Series B,2015-03-01,24401731.4,40079116.7,2739492153.6,2763893885.0,"Coatue, ICONIQ Growth",n.d.,Early Stage VC,Synthetic_Augmented_4000.csv
VantaCloud Health,2,Series A,2013-07-01,1238070.9,15677385.3,182764962.0,184003032.8,"Insight Venture Management, LLC.",Completed,Startup,Synthetic_Augmented_4000.csv
VantaCloud Health,3,Seed Round,2012-01-01,14439314.5,14439314.5,71601513.2,86040827.6,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LyraByte Labs,1,Later Stage VC (Series E),2025-02-01,125999115.0,514241171.2,4714107988.1,4840107103.1,"MacKinnon Bennett, ENGIE, KawiSafi Ventures, Khosla Impact Fund, Bamboo Finance",Completed,Late Stage VC,Synthetic_Augmented_4000.csv
LyraByte Labs,2,Later Stage VC (Series D),2024-03-01,69774131.6,388242056.2,3948805434.2,4018579565.8,YL Ventures,Completed,Late Stage VC,Synthetic_Augmented_4000.csv
LyraByte Labs,3,Later Stage VC (Series C),2022-11-01,82795009.1,318467924.6,2051859040.4,2134654049.5,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LyraByte Labs,4,Early Stage VC (Series B),2022-01-01,75600501.4,235672915.5,2186940943.9,2262541445.3,n.d.,Completed,Generating Revenue,Synthetic_Augmented_4000.csv
LyraByte Labs,5,Early Stage VC (Series A),2020-04-01,154476815.5,160072414.0,306321228.5,460798044.0,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
LyraByte Labs,6,Seed Round,2018-11-01,5595598.5,5595598.5,80158168.6,85753767.1,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
LyraByte Labs,7,Debt - General,2026-06-01,1000000.0,515241171.2,,,Credit Saison,Completed,Debt,Synthetic_Augmented_4000.csv
LyraByte Labs,8,Secondary Transaction,2025-06-01,,514241171.2,,,n.d.,n.d.,Generating Revenue,Synthetic_Augmented_4000.csv
DeloSense Labs,1,Series C,2024-06-01,552930123.6,585434713.1,16748274408.4,17301204532.0,n.d.,Completed,Late Stage VC,Synthetic_Augmented_4000.csv
DeloSense Labs,2,Series B,2022-10-01,24971744.0,32504589.5,110796127.4,135767871.5,"Princeville Climate Technology, Robert Gentz, David Schneider, Rubin Ritter, Alexander Samwer, Lukasz Gadowski",Completed,Early Stage VC,Synthetic_Augmented_4000.csv
DeloSense Labs,3,Series A,2021-05-01,6127649.2,7532845.4,151045577.4,157173226.6,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
DeloSense Labs,4,Seed Round,2019-10-01,1405196.3,1405196.3,87769764.1,89174960.4,Bright Pixel Capital,n.d.,Startup,Synthetic_Augmented_4000.csv
FenixNest,1,Seed Round,2014-07-01,12189307.7,12189307.7,62455786.8,74645094.5,n.d.,Completed,Seed Round,Synthetic_Augmented_4000.csv
GravaGrid HQ,1,Series B,2026-06-01,52451199.6,192936481.1,2681009104.2,2733460303.9,n.d.,Completed,Early Stage VC,Synthetic_Augmented_4000.csv
